Admission,Registrar,Guidance Office,Health Services/Clinic,Library Services,Student Publication,Scholarship Services,Student Services Office,Comment,Semester,AcadYear,Block,College
5,4,5,5,5,5,4,5,be responsible and considerable.,1st Semester,2021-2022,2B,CCMS
4,5,5,5,5,5,5,5,"be responsible, have discipline and mutual respect",1st Semester,2021-2022,2B,IFMS
5,5,5,5,5,5,5,5,be responsible.,1st Semester,2021-2022,2B,BS-Fisheries
5,5,5,5,4,4,5,5,be responsive,1st Semester,2021-2022,2B,CCMS
5,5,5,5,5,5,5,5,be sensible to the needs of every students.,1st Semester,2021-2022,2B,IFMS
4,5,4,4,5,4,4,5,be understanding with the student especially at this time who is experiencing difficulty when it comes to learning.,1st Semester,2021-2022,2B,BS-Fisheries
5,5,5,5,5,5,5,4,"because its we only need online sessions i hope facilities would focus on answering immediately or if they canâ€™t, then give an advance notice that they are busy",1st Semester,2021-2022,2B,CCMS
5,5,4,5,5,5,5,5,being aware of the pandemic but providing a good quality of services,1st Semester,2021-2022,2B,IFMS
5,5,5,5,5,5,5,5,bigyan ng halaga at pansin ang opinion ng mga estudyante. gawing simple at direct ang mga instructions.,1st Semester,2021-2022,2B,BS-Fisheries
5,4,5,5,4,5,5,5,bigyan ng pansin ang mga kailangan ng mga mag-aaral upang mas lalong mapaunlad at mapabuti ang kanilang pag-aaral,1st Semester,2021-2022,2B,CCMS
4,4,4,4,4,4,4,4,bigyan ng pansin ang mga kailangan ng mga mag-aaral upang mas lalong mapaunlad at mapabuti ang kanilang pag-aaral,1st Semester,2021-2022,2B,IFMS
5,5,5,5,5,5,5,5,bigyan ng pansin ang mga kailangan ng mga mag-aaral upang mas lalong mapaunlad at mapabuti ang kanilang pag-aaral,1st Semester,2021-2022,2B,BS-Fisheries
5,5,4,4,4,5,4,4,bigyan ng sapat na suporta ang bawat isa uoang mapanatili ang maayos at dekalidad ng skwelahan.,1st Semester,2021-2022,2B,CCMS
5,5,5,5,5,5,5,5,bigyan ng tuon ang mga estudyanteng nangangailangan ng tulong ukol sa subjects,1st Semester,2021-2022,2B,IFMS
5,5,5,5,5,5,5,5,bigyan pansin sa tamang pamamaraan,1st Semester,2021-2022,2B,BS-Fisheries
5,5,5,4,5,5,5,5,bigyang konsiderasyon ang mga studyante/instructor lalong lalo na ngayon sa panahon ng pandemia.,1st Semester,2021-2022,2B,CCMS
4,4,4,4,4,5,4,5,bigyang pansin ang bawat indibidwal upang mas malinang ang kanya kanya nilang galing.,1st Semester,2021-2022,2B,IFMS
4,4,2,3,3,3,3,3,bigyang pansin ang mga studyante na mahirap maka access ng online class,1st Semester,2021-2022,2B,BS-Fisheries
4,4,4,4,4,5,4,4,bigyang pansin ang pagpapalawig ng impormasyon sa lahat estudyante. siguraduhin na lahat ay ma aabot at lahat ay mabibigyan ng pantay na serbisyo.,1st Semester,2021-2022,2B,CCMS
5,5,5,5,5,5,5,5,bigyang pansin ang pagpapalawig ng impormasyon sa lahat estudyante. siguraduhin na lahat ay ma aabot at lahat ay mabibigyan ng pantay na serbisyo.,1st Semester,2021-2022,2B,IFMS
4,5,5,5,5,5,4,4,bilang estudyante maging pantay lang ang pagtrato ng bawat isa lalo na sa mga estudyante.,1st Semester,2021-2022,2B,BS-Fisheries
4,5,5,5,4,5,4,4,bilang isang mag aaral dapat iaayus ang patakaran at dapat mag deklara sila ng face to face classes para sa mga studyanteng nahihirapan sa internet acces,1st Semester,2021-2022,2B,CCMS
4,5,4,5,3,3,4,5,bilang isang studyante ng paaralang camarines norte state college ay dapat maging masunurin sa lahat ng patakaran nito at ipagpatuloy ang maayos na nasimulan,1st Semester,2021-2022,2B,IFMS
5,5,4,4,5,5,5,4,binibigyan ng karanasan upang malinang ang kanilang katangian ng mga istudyante,1st Semester,2021-2022,2B,BS-Fisheries
4,4,3,4,4,5,5,4,bring back face to face classes.,1st Semester,2021-2022,2B,CCMS
3,3,3,3,3,3,3,3,"bukod sa synchronous meeting, video explanation, reference books (pdf), more youtube videos-- sana po ma offer po ito ng lahat ng instructors para hindi po hindi po mahirapan ang students mag self-study.also, sana po mas maging engaging ang instructors. yung may open na communication every online meeting. para mas connected sa isa't isa ang lahat, enjoyable ang pag-aaral, interactive, at madali para sa lahat.thank you, cnsc!",1st Semester,2021-2022,2B,IFMS
5,5,5,5,5,5,5,5,change for the better,1st Semester,2021-2022,2B,BS-Fisheries
5,5,5,5,5,5,5,5,cnsc has the best policies & teaching services.,1st Semester,2021-2022,2B,CCMS
4,5,4,4,4,4,5,5,cnsc shows excellent services. thank you,1st Semester,2021-2022,2B,IFMS
5,5,5,5,5,5,5,5,"collaborative effort from students, faculty and organizations",1st Semester,2021-2022,2B,BS-Fisheries
4,4,4,4,4,4,4,4,commitment and discipline in all fields in all aspects.,1st Semester,2021-2022,2B,CCMS
3,4,4,4,4,4,4,4,communicate often with the students,1st Semester,2021-2022,2B,IFMS
3,4,3,3,3,3,3,3,communication is a must.,1st Semester,2021-2022,2B,BS-Fisheries
4,4,4,4,4,4,4,4,communication is a must.,1st Semester,2021-2022,2B,CCMS
3,4,4,4,5,4,5,5,communication is a must.,1st Semester,2021-2022,2B,IFMS
5,5,5,5,5,5,5,4,connection,2nd Semester,2021-2022,3A,BS-Fisheries
4,4,4,4,4,4,4,4,"consider cheaper registrar student documents, wifi accessibility",2nd Semester,2021-2022,3A,CCMS
5,5,5,5,5,5,5,5,consider time management in providing services.,2nd Semester,2021-2022,3A,IFMS
4,4,4,4,4,4,4,4,consistency,2nd Semester,2021-2022,3A,BS-Fisheries
5,5,5,5,5,5,5,5,consistency in good service for all the students,2nd Semester,2021-2022,3A,CCMS
4,4,4,3,4,4,4,4,consistency is the key. hanggat consistent lahat ng faculty staff sa mga nasabing departamento ay mapapanatili ang maayos at dekalidad na serbisyo ng cnsc.,2nd Semester,2021-2022,3A,IFMS
4,4,4,4,4,4,4,4,consistency is the key. hanggat consistent lahat ng faculty staff sa mga nasabing departamento ay mapapanatili ang maayos at dekalidad na serbisyo ng cnsc.,2nd Semester,2021-2022,3A,BS-Fisheries
5,5,4,5,5,5,5,5,consistency is the key. hanggat consistent lahat ng faculty staff sa mga nasabing departamento ay mapapanatili ang maayos at dekalidad na serbisyo ng cnsc.,2nd Semester,2021-2022,3A,CCMS
4,4,4,5,4,4,3,3,consistency is the key. hanggat consistent lahat ng faculty staff sa mga nasabing departamento mapapanatili ang maayos at dekalidad na serbisyo ng cnsc.,2nd Semester,2021-2022,3A,IFMS
5,5,5,5,5,5,5,5,consistency is the key. hanggat consistent lahat ng faculty staff sa mga nasabing departamento mapapanatili ang maayos at dekalidad na serbisyo ng cnsc.,2nd Semester,2021-2022,3A,BS-Fisheries
4,4,4,4,4,4,4,5,consistency is the key. hanggat consistent lahat ng faculty staff sa mga nasabing departamento mapapanatili ang maayos at dekalidad na serbisyo ng cnsc.,2nd Semester,2021-2022,3A,CCMS
5,5,4,5,5,5,5,4,consistency on quality services.,2nd Semester,2021-2022,3A,IFMS
5,5,5,5,5,5,5,5,consistency.,2nd Semester,2021-2022,3A,BS-Fisheries
5,5,5,5,5,5,5,5,consistent of sustaining the development,2nd Semester,2021-2022,3A,CCMS
5,5,4,4,4,4,4,4,continue and maintain the good services for clientele satisfaction and always take into consideration the students opinions and ideas. thank you for your hard work â¤ï¸,2nd Semester,2021-2022,3A,IFMS
5,5,5,5,5,5,5,5,continue doing good things inside the school poâ¤,2nd Semester,2021-2022,3A,BS-Fisheries
4,4,5,5,4,5,4,4,continue doing what is best and effective for the institution itself and its people.,2nd Semester,2021-2022,3A,CCMS
4,4,4,4,4,4,4,4,continue for being consistent.,2nd Semester,2021-2022,3A,IFMS
4,4,4,4,4,4,4,4,continue for being consistent.,2nd Semester,2021-2022,3A,BS-Fisheries
5,5,5,5,5,5,5,5,continue the good behavior,2nd Semester,2021-2022,3A,CCMS
5,5,5,5,5,5,5,5,continue the good behavior of the staff,2nd Semester,2021-2022,3A,IFMS
4,4,4,4,4,4,4,4,continue the good quality of your service congrats specially in graduate school because faculty and staff are very good they always intertain me when i need help in online problem. to all faculty and staff of graduate school ðÿ’¯ salute.,2nd Semester,2021-2022,3A,BS-Fisheries
3,3,3,3,3,4,3,3,continue the good service and governance,2nd Semester,2021-2022,3A,CCMS
5,5,5,5,4,5,5,5,continue the solution you have for every problems that have encountered and improve it if it still have a place for improvement.,2nd Semester,2021-2022,3A,IFMS
5,5,5,5,5,5,5,5,continue the solution you have for every problems that have encountered and improve it if it still have a place for improvement.,2nd Semester,2021-2022,3A,BS-Fisheries
4,4,4,4,4,4,5,4,continue the solution you have for every problems that have encountered and improve it if it still have a place for improvement.,2nd Semester,2021-2022,3A,CCMS
5,5,5,5,5,5,5,5,"continue to give the services given to all students, instructors and staffs.",2nd Semester,2021-2022,3A,IFMS
5,4,4,5,4,4,5,5,"continue to give the services given to all students, instructors and staffs.",2nd Semester,2021-2022,3A,BS-Fisheries
5,5,5,4,5,5,5,5,"continue to give the services given to all students, instructors and staffs.",2nd Semester,2021-2022,3A,CCMS
4,4,4,3,4,4,3,4,continue to give the student the best service.,2nd Semester,2021-2022,3A,IFMS
5,5,5,5,5,5,5,5,continue to give the student the good service and new knowledge.,2nd Semester,2021-2022,3A,BS-Fisheries
5,5,5,5,5,5,5,5,continue to have an online platform for efficient and effective information dissemination,2nd Semester,2021-2022,3A,CCMS
5,5,5,5,5,5,5,5,continue to research and grow.,2nd Semester,2021-2022,3A,IFMS
5,5,5,5,5,5,5,5,continue to share and teach all the students to commit their dreams,2nd Semester,2021-2022,3A,BS-Fisheries
4,4,4,4,4,4,4,5,continue to share the knowledge for educating students for reality.,2nd Semester,2021-2022,3A,CCMS
5,5,5,5,5,5,5,5,continue to use social media to disseminate information easily.,2nd Semester,2021-2022,3A,IFMS
5,5,5,5,5,5,5,5,continue your enjoyment and love for your jobâ¤ï¸,2nd Semester,2021-2022,3A,BS-Fisheries
4,4,4,4,4,4,4,4,"continuous commitment in the delivery of scholastic,qcademic related, and extension services.",2nd Semester,2021-2022,3A,CCMS
4,4,5,4,4,4,5,3,continuous improvement in every aspect and more cooperation between the staffs and the students.,2nd Semester,2021-2022,3A,IFMS
5,4,4,5,5,5,5,5,cooperation,2nd Semester,2021-2022,3A,BS-Fisheries
4,4,4,4,4,4,4,4,cooperation of every students and staffs of cnsc.,2nd Semester,2021-2022,3A,CCMS
4,4,5,5,4,5,5,5,"currently, the service is great. keep it up po!",2nd Semester,2021-2022,3A,IFMS
5,5,5,5,5,5,5,5,dagdagan ang mga bilang ng mga pinapapasok na tao kada araw,2nd Semester,2021-2022,3A,BS-Fisheries
4,5,5,5,5,5,5,5,dagdagan ang mga mag aaral para makapasok,2nd Semester,2021-2022,3A,CCMS
3,3,5,5,5,5,5,5,dagdagan ang mga sport ng esport,2nd Semester,2021-2022,3A,IFMS
5,5,5,5,5,5,5,4,dagdagan ng parking space sa cnsc,2nd Semester,2021-2022,3A,BS-Fisheries
5,5,4,5,5,5,5,4,dagdagan po sana limit per day ng appointment schedule sa school salamat po,2nd Semester,2021-2022,3A,CCMS
4,4,4,4,4,4,4,4,"dahil nasa 'flexible learning' na ang sistema natin ngayon, nawa'y maging 'flexible' na rin ang mga services gaya ng pagrequest ng legal documents sa registrar. makatutulong ito upang mas lumawak ang access ng mga estudyante lalo na sa mga mula sa malalayong lugar na hindi kaagad makakapunta sa campus.",2nd Semester,2021-2022,3A,IFMS
5,5,5,2,3,2,4,4,dahilan kaya maayos at dekalidad ang serbeisyo ng cnsc dahil sa ating mga mababait at masisipag na mga guro,2nd Semester,2021-2022,3A,BS-Fisheries
4,5,5,4,5,5,4,4,damihan po sana ang number ng appointment sa cnsc. salamat po.,2nd Semester,2021-2022,3A,CCMS
5,5,5,5,5,5,5,5,dapat ang hawak estudyante ng camarines norte state college ay marunong sumunod sa anumang alituntunin na ipinapatupad sa loob ng eskwelahan lalo na kapag nagkaroon na ulit ng face to face learning.,1st Semester,2022-2023,3B,IFMS
5,5,5,5,5,5,5,5,"dapat ang serbisyo ay laging nakatuon sa pangangailangan ng mga mag-aaral, at kung kayang magresponse ng maaga sa mga katanungan ng nga mga mag-aaral, much better po.",1st Semester,2022-2023,3B,BS-Fisheries
3,3,3,3,3,3,3,3,dapat ay ipagpatuloy ang pakikinig sa bawat boses lalo na sa mga estudyante upang mas maging maayos ang bawat serbisyo.,1st Semester,2022-2023,3B,CCMS
4,4,4,4,4,4,4,4,dapat ipagapatuloy nila ang magandang serbisyo na naibibigay ng mga tanggapan sa cnsc. lahat po ng kanilang ginagawa ay para sa kapakanan ng bawat mag aaral kung kaya't wala na po ako nais na ibigay na komento dahil lahat ng gnagawa nila ay para sa ikauunlad ng paaralan at mga estudyanteng nag aaral dito.,1st Semester,2022-2023,3B,IFMS
5,5,5,5,5,5,5,5,dapat maging rwsponsible.,1st Semester,2022-2023,3B,BS-Fisheries
4,5,4,4,4,5,5,4,dapat maging tapat at totoo sa ginagawang trabaho para sa ikauunlad ng paaralan,1st Semester,2022-2023,3B,CCMS
4,5,5,4,5,5,5,5,dapat na bigyang pansin ang lahat ng bagay na sa tingin natin ay mas kailangan ng bawat mag aaral.,1st Semester,2022-2023,3B,IFMS
4,4,4,4,4,4,4,4,dapat nagtutulungan,1st Semester,2022-2023,3B,BS-Fisheries
5,5,5,5,5,5,5,5,"dapat ng bigyan aksyon ang pag patuliy ng f2f classes dahil karaihan ng estudyante ay nahihirapan sa kasalukuyang system ng edukasyon na ""online class"".",1st Semester,2022-2023,3B,CCMS
5,5,4,4,4,5,5,5,dapat panatilihing maayos ang serbisyo at huwag pabago bago.and sana magkaroon ng face to face graduation.,1st Semester,2022-2023,3B,IFMS
5,4,5,4,4,4,4,4,dapat tayong mag tulongan at patuloy na sumunod sa dapat at kailangang gawin.,1st Semester,2022-2023,3B,BS-Fisheries
3,4,4,4,4,4,4,4,dekalidad at maayos ang lahat sa cnsc,1st Semester,2022-2023,3B,CCMS
4,5,5,5,5,5,5,5,"difficult times call for brave leaders, keep on doing what you are doing. thank you.",1st Semester,2022-2023,3B,IFMS
5,5,5,5,5,5,5,5,dikalidad na sa serbisyo wala ng dapat baguhin,1st Semester,2022-2023,3B,BS-Fisheries
5,5,5,5,5,5,5,5,do our best,1st Semester,2022-2023,3B,CCMS
5,4,4,5,4,4,5,5,do the responsibility.,1st Semester,2022-2023,3B,IFMS
5,5,5,5,5,5,5,5,do your best,1st Semester,2022-2023,3B,BS-Fisheries
4,3,3,3,3,3,3,3,do your best for the future of our university,1st Semester,2022-2023,3B,CCMS
4,3,3,4,3,4,4,4,do your best for the future of our university,1st Semester,2022-2023,3B,IFMS
4,4,4,4,4,4,4,4,do your best for the future of our university,1st Semester,2022-2023,3B,BS-Fisheries
4,5,4,5,4,5,5,5,do your best for the future of our university,1st Semester,2022-2023,3B,CCMS
3,3,3,5,5,5,5,5,"don't give work(s) that isn't included in their (employees) contract so they don't feel overly used, hypothetically. give some wage raise for sas. most of them don't just give mere ""assistance"".",1st Semester,2022-2023,3B,IFMS
4,4,4,4,4,4,4,4,don't let negative external forces control or stop cnsc from achieving better outcome.,1st Semester,2022-2023,3B,BS-Fisheries
5,4,5,5,5,5,5,5,don't let politics enter our institution.,1st Semester,2022-2023,3B,CCMS
5,5,5,5,5,5,5,5,e update ang student sa mnga activity,1st Semester,2022-2023,3B,IFMS
4,5,5,5,5,5,5,5,easy process papers,1st Semester,2022-2023,3B,BS-Fisheries
3,3,3,3,3,3,3,3,endurance,1st Semester,2022-2023,3B,CCMS
4,4,4,4,4,4,4,4,epektibo ang bawat unit para sa student services.,1st Semester,2022-2023,3B,IFMS
4,4,4,4,4,4,4,4,epektibo ang bawat unit para sa student services.,1st Semester,2022-2023,3B,BS-Fisheries
4,4,4,4,4,4,4,4,"everyone should learn to respect that we have different problems and situation in life that everyday we have to survive. always try to be more approachable because not everyone can easily adopt things, they need more support and guide. most importantly, always be kind.",1st Semester,2022-2023,3B,CCMS
3,3,3,3,3,3,3,3,excellent,1st Semester,2022-2023,3B,IFMS
5,5,5,5,5,5,5,5,f2f graduation,1st Semester,2022-2023,3B,BS-Fisheries
4,4,4,4,4,4,4,4,f2f graduation po,1st Semester,2022-2023,3B,CCMS
5,4,4,5,4,5,5,5,face to face,1st Semester,2022-2023,3B,IFMS
4,4,4,5,4,5,5,4,face to face,1st Semester,2022-2023,3B,BS-Fisheries
5,4,5,4,5,5,5,5,face to face class,1st Semester,2022-2023,3B,CCMS
5,5,5,5,5,5,5,5,face to face class,1st Semester,2022-2023,3B,IFMS
5,5,5,5,5,5,5,5,face to face class,1st Semester,2022-2023,3B,BS-Fisheries
5,5,5,5,5,5,5,5,face to face class hopefully be implemented ..,1st Semester,2022-2023,3B,CCMS
4,4,4,4,4,4,4,4,face to face khit brown out my lecture,1st Semester,2022-2023,3B,IFMS
5,5,5,5,5,5,5,5,face to face na,1st Semester,2022-2023,3B,BS-Fisheries
5,5,5,5,5,5,5,5,face to face na po sana.,1st Semester,2022-2023,3B,CCMS
4,4,5,5,5,5,5,5,facilities and services should be well maintained,1st Semester,2022-2023,3B,IFMS
4,4,5,5,5,5,5,5,faculties and students must cooperate actively and must engage themselves in maintaining the excellent quality service of this institution.,1st Semester,2022-2023,3B,BS-Fisheries
5,5,5,5,5,5,5,5,faculty members must maintain a positive attitude toward students in order for them to feel comfortable expressing their ideas and suggestions.,1st Semester,2022-2023,3B,CCMS
5,5,5,5,5,5,5,5,fast responses po,1st Semester,2022-2023,3B,IFMS
5,5,5,5,5,5,5,5,flexibility and adaptability to any situations,2nd Semester,2022-2023,4A,BS-Fisheries
4,4,3,4,3,4,4,3,focus more on productive services and continue applying advanced studies in different fields to attain more development and improvement.,2nd Semester,2022-2023,4A,CCMS
5,5,5,5,5,5,5,5,focus more on productive services and continue applying advanced studies in different fields to attain more development and improvement.,2nd Semester,2022-2023,4A,IFMS
5,5,5,5,5,5,5,5,focus more on productive services and continue applying advanced studies in different fields to attain more development and improvement.,2nd Semester,2022-2023,4A,BS-Fisheries
4,4,4,5,5,4,5,4,focus on the main goal that must be met.,2nd Semester,2022-2023,4A,CCMS
5,5,5,5,5,5,5,5,"focus on the mission, vision , goals and objectives of the institution.",2nd Semester,2022-2023,4A,IFMS
4,5,5,4,5,5,4,5,follow the standards regulations for each school department or office at the same time listening to the students.,2nd Semester,2022-2023,4A,BS-Fisheries
4,4,4,4,4,4,4,5,for me the best naman po intuition na camarines norte state college dahil ok naman po ang serbisyo nyu very thankful ako kasi dito nakapasok para makapag aral nang college thank you po.,2nd Semester,2022-2023,4A,CCMS
5,5,5,5,5,5,5,5,for me. okay naman yong pag facilitate nila. and yong hindi naman. sguro hindi kopa na experience na makapasok sa room nayon. kasi nasa online learning mga students ngayon.,2nd Semester,2022-2023,4A,IFMS
4,4,4,4,4,4,4,4,for me. okay naman yong pag facilitate nila. and yong hindi naman. sguro hindi kopa na experience na makapasok sa room nayon. kasi nasa online learning mga students ngayon.,2nd Semester,2022-2023,4A,BS-Fisheries
5,5,5,5,5,5,5,5,for me. okay naman yong pag facilitate nila. and yong hindi naman. sguro hindi kopa na experience na makapasok sa room nayon. kasi nasa online learning mga students ngayon.,2nd Semester,2022-2023,4A,CCMS
4,2,3,5,5,4,4,4,for me. okay naman yong pag facilitate nila. and yong hindi naman. sguro hindi kopa na experience na makapasok sa room nayon. kasi nasa online learning mga students ngayon.,2nd Semester,2022-2023,4A,IFMS
